,TypeName,Inches,Ram,OpSys,Weight,Price,Screen Height,Screen Width,Cpu GHz,Cpu Name,Memory Type,Memory Size,CPU Company,Has GPU
487,Notebook,15.6,16.0,Windows 10,2.06,101178.72,1080,1920,2.8,Intel,SSD,512,Intel,1
488,Ultrabook,12.5,16.0,Windows 10,1.36,95797.44,1080,1920,2.7,Intel,SSD,512,Intel,0
489,Ultrabook,12.5,16.0,Windows 10,0.91,103896.0,1080,1920,2.7,Intel,SSD,512,Intel,0
490,Notebook,15.6,8.0,Windows 10,2.3,53918.82719999999,1080,1920,2.5,Intel,SSD,256,Intel,1
491,Ultrabook,13.3,32.0,Windows 10,1.05,149130.72,1080,1920,2.7,Intel,SSD,512,Intel,0
492,Gaming,15.6,8.0,Windows 10,1.99,71928.0,1080,1920,2.8,Intel,Both,1152,Intel,1
493,Notebook,15.6,8.0,Windows 10,2.2,30849.12,768,1366,2.5,AMD,HDD,1024,AMD,1
494,Gaming,17.3,24.0,Windows 10,4.33,67612.31999999999,1080,1920,2.6,Intel,Both,1280,Intel,1
495,Ultrabook,12.5,8.0,Windows 10,1.3,58554.72,768,1366,2.3,Intel,SSD,180,Intel,0
496,Notebook,15.6,8.0,Windows 10,2.17,47893.39199999999,1080,1920,1.8,Intel,SSD,256,Intel,0
497,Notebook,14.0,8.0,Windows 10,1.48,93186.72,1080,1920,2.8,Intel,SSD,1024,Intel,0
498,Notebook,13.3,8.0,Windows 10,1.4,50562.72,1080,1920,2.4,Intel,SSD,256,Intel,0
499,Notebook,15.6,8.0,Windows 10,2.3,48538.08,1080,1920,2.5,Intel,SSD,256,Intel,0
500,Netbook,11.6,4.0,Windows 10 S,1.2,18115.2,768,1366,1.1,Intel,Flash Storage,64,Intel,0
501,Notebook,15.6,8.0,Windows 10,1.91,32979.7872,768,1366,2.5,Intel,SSD,256,Intel,1
502,2 in 1 Convertible,13.9,8.0,Windows 10,1.4,85194.72,1080,1920,1.6,Intel,SSD,256,Intel,0
503,Notebook,14.0,4.0,Windows 10,2.1,15930.72,768,1366,1.1,Intel,HDD,500,Intel,0
504,Netbook,11.6,4.0,Chrome OS,1.25,14119.2,768,1366,1.6,Intel,SSD,16,Intel,0
505,Notebook,13.3,8.0,Windows 10,1.44,50562.72,1080,1920,2.5,Intel,SSD,256,Intel,0
506,Notebook,15.6,8.0,Windows 10,2.0,65214.72,1080,1920,2.7,Intel,Both,1280,Intel,0
507,Notebook,15.6,4.0,Windows 10,2.2,32660.64,1080,1920,1.6,Intel,HDD,1024,Intel,1
508,Ultrabook,13.3,8.0,Windows 10,1.34,70489.44,1080,1920,2.7,Intel,SSD,512,Intel,0
509,Gaming,15.6,8.0,No OS,2.4,61218.72,1080,1920,2.8,Intel,Both,1280,Intel,1
510,Ultrabook,13.3,8.0,Windows 10,1.29,47898.72,1080,1920,2.5,Intel,SSD,128,Intel,0
511,Notebook,15.6,4.0,Windows 10,2.2,34045.92,1080,1920,2.7,Intel,HDD,500,Intel,1
512,Notebook,15.6,8.0,Windows 10,2.18,44542.08,1080,1920,2.5,Intel,HDD,1024,Intel,0
513,Notebook,15.6,16.0,Windows 10,2.2,64961.10719999999,1080,1920,1.8,Intel,Both,2304,Intel,1
514,Notebook,15.6,16.0,No OS,1.95,74589.336,1080,1920,1.8,Intel,SSD,256,Intel,1
515,Netbook,11.6,2.0,Windows 10,1.1,13053.6,768,1366,1.1,Intel,Flash Storage,32,Intel,0
516,Notebook,15.6,4.0,Windows 10,2.04,27783.9216,768,1366,1.6,Intel,HDD,1024,Intel,0
517,Gaming,15.6,24.0,Windows 10,2.24,158135.04,1080,1920,2.8,Intel,SSD,512,Intel,1
518,Notebook,15.6,8.0,Windows 10,2.04,47365.92,1080,1920,2.5,Intel,SSD,256,Intel,1
519,Gaming,17.3,16.0,Windows 10,3.0,80133.12,1080,1920,2.8,Intel,Both,1280,Intel,1
520,Gaming,15.6,8.0,Windows 10,3.2,74538.72,1080,1920,2.8,Intel,Both,1280,Intel,1
521,Ultrabook,13.3,8.0,Windows 10,1.32,74538.72,1080,1920,2.7,Intel,SSD,256,Intel,0
522,Notebook,14.0,8.0,Windows 10,1.64,68184.0144,1080,1920,2.6,Intel,SSD,256,Intel,0
523,Notebook,15.6,4.0,Windows 10,1.63,36709.92,768,1366,2.0,Intel,SSD,128,Intel,0
524,Notebook,17.3,8.0,Linux,2.8,47365.92,1080,1920,1.6,Intel,Both,1152,Intel,1
525,Notebook,14.0,8.0,Windows 7,2.02,71395.2,1080,1920,2.3,Intel,SSD,256,Intel,0
526,Notebook,15.6,4.0,Windows 10,2.2,42570.72,1080,1920,2.7,Intel,HDD,1024,Intel,1
527,Notebook,15.6,8.0,No OS,2.2,24455.52,768,1366,2.0,Intel,HDD,2048,Intel,1
528,Notebook,15.6,4.0,Windows 10,2.3,31168.8,1080,1920,2.5,Intel,HDD,500,Intel,1
529,Notebook,15.6,8.0,Windows 10,1.9,73366.56,1080,1920,2.8,Intel,SSD,256,Intel,0
530,Gaming,17.3,16.0,Windows 10,4.42,160520.3856,1080,1920,2.8,Intel,Both,1152,Intel,1
531,Notebook,15.6,8.0,Windows 10,2.0,45820.8,1080,1920,2.5,Intel,HDD,500,Intel,0
532,Notebook,15.6,8.0,Windows 10,2.0,69210.72,2160,3840,2.7,Intel,Both,1280,Intel,1
533,Notebook,13.3,4.0,Windows 10,1.2,19660.32,1080,1920,1.1,Intel,SSD,32,Intel,0
534,Gaming,15.6,8.0,Windows 10,2.3,87858.72,1080,1920,2.5,Intel,Both,1152,Intel,1
535,Notebook,15.6,8.0,Windows 10,1.93,72940.31999999999,1080,1920,2.8,Intel,SSD,256,Intel,1
536,Notebook,15.6,8.0,Windows 10,2.2,42486.0048,1080,1920,1.6,Intel,SSD,256,Intel,1
537,Notebook,15.6,4.0,Windows 10,1.86,21258.1872,1080,1920,1.6,Intel,SSD,256,Intel,0
538,Gaming,17.3,12.0,Windows 10,2.62,95850.72,1080,1920,2.8,Intel,HDD,1024,Intel,1
539,Notebook,14.0,8.0,Windows 10,1.87,45767.52,1080,1920,2.7,Intel,SSD,256,Intel,1
540,Ultrabook,13.3,8.0,Windows 10,1.2,74538.72,1800,3200,1.8,Intel,SSD,256,Intel,0
541,Notebook,14.0,4.0,Windows 10,1.6,39207.1536,1080,1920,2.0,Intel,SSD,128,Intel,0
542,Ultrabook,13.3,8.0,Windows 10,1.34,61005.6,1800,3200,2.7,Intel,SSD,256,Intel,0
543,Gaming,15.6,8.0,Linux,2.4,42517.44,1080,1920,2.5,Intel,HDD,1024,Intel,1
544,Notebook,15.6,4.0,Windows 10,2.0,18594.72,768,1366,1.8,AMD,HDD,500,AMD,1
545,Notebook,15.6,4.0,Windows 10,2.1,37589.04,1080,1920,2.4,Intel,SSD,128,Intel,0
546,Notebook,14.0,4.0,Windows 10,1.87,41824.8,1080,1920,2.5,Intel,HDD,500,Intel,0
547,Notebook,15.6,4.0,No OS,2.15,24634.008,1080,1920,2.3,Intel,HDD,1024,Intel,0
548,Notebook,15.6,4.0,Windows 10,1.86,21152.16,1080,1920,2.0,Intel,HDD,500,Intel,0
549,Notebook,15.6,8.0,Windows 10,1.99,92121.12,1080,1920,2.7,Intel,SSD,512,Intel,0
550,Notebook,15.6,4.0,Windows 10,2.2,26586.72,1080,1920,2.0,Intel,SSD,128,Intel,0
551,Notebook,15.6,8.0,Windows 10,1.9,59513.2272,1080,1920,2.5,Intel,SSD,256,Intel,0
552,Gaming,17.3,16.0,Windows 10,4.42,143802.72,1080,1920,2.8,Intel,Both,1280,Intel,1
553,Notebook,17.3,8.0,Windows 10,2.65,28992.312,900,1600,2.0,Intel,HDD,1024,Intel,0
554,Notebook,17.3,8.0,Windows 10,2.63,68198.4,1080,1920,2.7,Intel,HDD,1024,Intel,1
555,Notebook,15.6,4.0,Linux,2.0,11934.72,768,1366,1.1,Intel,HDD,500,Intel,0
556,Notebook,13.3,4.0,Windows 10,1.35,13586.4,1080,1920,1.44,Intel,Flash Storage,32,Intel,0
557,Notebook,17.3,6.0,Windows 10,2.8,50562.72,900,1600,2.7,Intel,Both,1152,Intel,1
558,Notebook,15.6,6.0,Windows 10,1.91,30310.992,1080,1920,2.5,AMD,SSD,128,AMD,1
559,Notebook,15.6,4.0,Windows 10,2.18,32921.712,768,1366,2.0,Intel,HDD,1024,Intel,1
560,2 in 1 Convertible,11.6,4.0,Windows 10,1.25,18594.72,1080,1920,2.0,Intel,Flash Storage,32,Intel,0
561,Notebook,15.6,4.0,Windows 10,2.05,33566.4,1080,1920,2.7,Intel,SSD,128,Intel,0
562,Ultrabook,13.3,16.0,Windows 10,1.16,104695.2,1800,3200,1.2,Intel,SSD,512,Intel,0
563,Notebook,17.3,8.0,Windows 10,3.4,159786.72,1080,1920,2.8,Intel,SSD,256,Intel,1
564,Notebook,15.6,8.0,Windows 10,2.5,44701.92,1080,1920,2.5,Intel,Both,1152,Intel,1
565,Ultrabook,13.3,8.0,Windows 10,1.21,85194.72,2160,3840,1.6,Intel,SSD,128,Intel,0
566,Notebook,15.6,4.0,Windows 10,1.93,51095.52,768,1366,2.6,Intel,HDD,500,Intel,0
567,Notebook,15.6,8.0,Windows 10,2.2,39373.92,768,1366,2.5,Intel,HDD,1024,Intel,0
568,Notebook,15.6,4.0,Windows 10,2.2,18328.32,1080,1920,1.1,Intel,HDD,500,Intel,0
569,Notebook,14.0,4.0,Windows 10,2.02,52747.2,768,1366,2.5,Intel,HDD,500,Intel,0
570,Workstation,17.3,8.0,Windows 10,3.14,99153.5472,900,1600,2.8,Intel,HDD,500,Intel,1
571,Notebook,14.0,8.0,Windows 10,1.94,20725.92,768,1366,1.6,Intel,HDD,2048,Intel,0
572,Notebook,15.6,6.0,Windows 10,1.95,34578.72,1080,1920,3.0,AMD,SSD,256,AMD,1
573,Notebook,15.6,8.0,Windows 10,2.3,44222.4,1080,1920,2.5,Intel,SSD,256,Intel,0
574,Notebook,15.6,4.0,Windows 10,2.05,36496.8,1080,1920,1.6,Intel,HDD,500,Intel,0
575,Notebook,14.0,4.0,Windows 10,1.4,13266.72,1080,1920,1.44,Intel,SSD,32,Intel,0
576,Ultrabook,14.0,16.0,Windows 10,1.24,99367.2,1080,1920,2.7,Intel,SSD,512,Intel,0
577,Gaming,17.3,32.0,Windows 10,4.6,141884.63999999998,1080,1920,2.7,Intel,Both,1280,Intel,1
578,Gaming,17.3,16.0,Windows 10,4.14,145401.12,1080,1920,2.9,Intel,Both,1536,Intel,1
579,Notebook,15.6,8.0,Linux,2.2,39907.2528,1080,1920,2.7,Intel,SSD,256,Intel,1
580,Notebook,14.0,4.0,Windows 10,1.45,20725.92,1080,1920,1.1,Intel,SSD,32,Intel,0
581,Notebook,15.6,8.0,Windows 10,1.9,53733.94559999999,768,1366,2.6,Intel,HDD,500,Intel,0
582,Notebook,13.3,4.0,Windows 10,1.49,38308.32,1080,1920,2.4,Intel,SSD,128,Intel,0
583,Notebook,15.6,16.0,Windows 10,1.93,81912.13919999999,1080,1920,2.8,Intel,SSD,256,Intel,1
584,Netbook,11.6,4.0,Chrome OS,1.26,15717.6,768,1366,1.6,Intel,Flash Storage,16,Intel,0
585,Gaming,17.3,16.0,Windows 10,4.5,125154.72,1080,1920,2.7,Intel,Both,1152,Intel,1
586,Gaming,17.3,16.0,Windows 10,3.78,79813.44,1080,1920,2.8,Intel,Both,1280,Intel,1
587,Ultrabook,14.0,12.0,Windows 10,1.4,89137.44,1080,1920,2.6,Intel,SSD,256,Intel,0
588,Notebook,15.6,12.0,Windows 10,2.2,32447.52,768,1366,1.8,Intel,HDD,1024,Intel,0
589,Gaming,17.3,8.0,Windows 10,2.73,94305.6,1080,1920,2.5,Intel,Both,1152,Intel,1
590,2 in 1 Convertible,15.6,8.0,Windows 10,2.2,39373.92,768,1366,2.5,Intel,HDD,1024,Intel,0
591,Notebook,15.6,12.0,Windows 10,2.2,50562.72,1080,1920,3.6,AMD,SSD,512,AMD,1
592,2 in 1 Convertible,11.6,4.0,Windows 10,1.39,32127.84,768,1366,1.0,Intel,SSD,128,Intel,0
593,Notebook,15.6,16.0,Windows 10,2.5,90522.72,1080,1920,2.8,Intel,Both,1152,Intel,1
594,Notebook,17.3,4.0,No OS,2.8,28185.12,1080,1920,2.0,Intel,HDD,500,Intel,0
595,Notebook,15.6,8.0,Windows 10,2.29,24455.52,768,1366,2.3,Intel,HDD,1024,Intel,0
596,2 in 1 Convertible,13.3,8.0,Windows 10,1.37,107892.0,1080,1920,2.7,Intel,SSD,512,Intel,0
597,Notebook,14.0,8.0,Windows 10,1.7,78534.72,1080,1920,2.5,Intel,SSD,256,Intel,0
598,2 in 1 Convertible,12.5,8.0,Windows 10,1.34,88977.59999999999,1080,1920,2.5,Intel,SSD,256,Intel,0
599,Workstation,15.6,8.0,Windows 10,2.06,93932.64,1080,1920,2.8,Intel,SSD,256,Intel,1
600,Notebook,15.6,8.0,Windows 10,1.84,64948.32,1080,1920,2.7,Intel,SSD,256,Intel,0
601,Notebook,15.6,4.0,Windows 10,2.1,35616.6144,768,1366,2.4,Intel,HDD,500,Intel,0
602,Notebook,14.0,4.0,Windows 10,1.6,17529.12,1080,1920,1.1,Intel,Flash Storage,32,Intel,0
603,Gaming,17.3,16.0,Windows 10,4.14,117162.72,1080,1920,2.7,Intel,Both,1152,Intel,1
604,Notebook,15.6,4.0,Linux,2.18,24775.2,768,1366,2.0,Intel,HDD,1024,Intel,1
605,Gaming,15.6,16.0,Windows 10,1.8,122490.72,2160,3840,2.8,Intel,Both,2304,Intel,1
606,Notebook,15.6,8.0,Windows 10,2.2,74538.72,1080,1920,2.5,Intel,SSD,256,Intel,0
607,Notebook,15.6,6.0,Windows 10,2.4,30049.92,1080,1920,2.5,Intel,HDD,1024,Intel,0
608,2 in 1 Convertible,15.6,8.0,Windows 10,2.0,69210.72,1080,1920,2.8,Intel,SSD,256,Intel,0
609,Notebook,14.0,4.0,Windows 10,1.6,18594.72,768,1366,1.6,Intel,Flash Storage,128,Intel,0
610,Notebook,15.6,32.0,Windows 10,2.5,261018.72,2160,3840,3.1,Intel,SSD,1024,Intel,1
611,Gaming,15.6,16.0,Windows 10,2.59,46833.6528,1080,1920,2.6,Intel,HDD,1024,Intel,1
612,Notebook,15.6,4.0,Linux,2.18,23650.992,768,1366,2.0,Intel,HDD,1024,Intel,0
613,Notebook,15.6,4.0,Linux,2.25,19127.52,768,1366,2.0,Intel,HDD,1024,Intel,0
614,Notebook,15.6,4.0,Linux,1.93,46300.32,768,1366,2.6,Intel,HDD,500,Intel,0
615,Gaming,17.3,8.0,Windows 10,3.0,62231.04,1080,1920,2.8,Intel,Both,1152,Intel,1
616,Notebook,15.6,4.0,Linux,2.18,30316.32,1080,1920,2.5,Intel,SSD,128,Intel,1
617,Ultrabook,15.6,8.0,Windows 10,1.84,74005.92,1080,1920,2.7,Intel,SSD,512,Intel,0
618,Gaming,15.6,16.0,Windows 10,2.94,120831.5808,1080,1920,2.8,Intel,Both,1280,Intel,1
619,2 in 1 Convertible,11.6,4.0,Chrome OS,1.25,20193.12,768,1366,1.6,Intel,Flash Storage,32,Intel,0
620,Notebook,14.0,8.0,Windows 10,2.31,59886.72,768,1366,2.6,Intel,SSD,256,Intel,0
621,Notebook,14.0,8.0,Windows 7,1.65,78055.2,1080,1920,2.3,Intel,SSD,256,Intel,0
622,Notebook,15.6,4.0,Windows 10,2.2,41345.28,1080,1920,1.6,Intel,HDD,1024,Intel,1
623,Notebook,15.6,8.0,Windows 10,2.2,42570.72,768,1366,2.5,Intel,SSD,256,Intel,0
624,Notebook,15.6,4.0,Windows 7,1.88,49656.96,768,1366,2.3,Intel,HDD,500,Intel,0
625,Notebook,15.6,8.0,Windows 10,2.2,47898.72,1080,1920,2.7,Intel,HDD,1024,Intel,1
626,Notebook,14.0,2.0,Windows 10,1.4,12733.92,1080,1920,1.44,Intel,Flash Storage,32,Intel,0
627,Notebook,15.6,4.0,No OS,2.2,24935.04,1080,1920,2.5,Intel,SSD,128,Intel,0
628,2 in 1 Convertible,13.3,6.0,Windows 10,1.5,34046.4528,1080,1920,2.5,Intel,HDD,1024,Intel,0
629,Notebook,15.6,8.0,Windows 10,2.0,96969.6,1080,1920,2.8,Intel,SSD,256,Intel,1
630,Ultrabook,14.0,16.0,Windows 10,1.1,101232.0,1080,1920,2.7,Intel,SSD,512,Intel,0
631,Gaming,15.6,16.0,Windows 10,2.62,78801.12,1080,1920,2.8,Intel,Both,1280,Intel,1
632,Notebook,15.6,4.0,Windows 10,1.8,44169.12,1080,1920,1.6,Intel,SSD,256,Intel,0
633,Notebook,15.6,4.0,Windows 10,2.2,30849.12,1080,1920,2.0,Intel,HDD,1024,Intel,1
634,Notebook,15.6,8.0,Windows 10,2.0,21258.72,768,1366,1.1,Intel,HDD,1024,Intel,0
635,Notebook,15.6,8.0,Windows 10,1.99,48304.7136,1080,1920,2.5,Intel,HDD,1024,Intel,1
636,Ultrabook,13.3,8.0,Windows 10,1.23,99580.32,1800,3200,1.6,Intel,SSD,256,Intel,0
637,Notebook,14.0,2.0,Windows 10,1.42,13266.72,768,1366,1.6,Intel,Flash Storage,32,Intel,0
638,2 in 1 Convertible,13.3,8.0,Windows 10,1.37,93635.3376,1080,1920,2.7,Intel,SSD,256,Intel,0
639,Notebook,15.6,16.0,Windows 10,2.06,127818.72,2160,3840,2.8,Intel,SSD,1024,Intel,1
640,Gaming,15.6,8.0,Windows 10,2.5,59087.52,1080,1920,2.8,Intel,Both,1152,Intel,1
641,Notebook,17.0,8.0,Windows 10,2.6,27753.552,900,1600,3.0,AMD,HDD,1024,AMD,1
642,Ultrabook,14.0,16.0,Windows 10,1.14,130536.0,1080,1920,2.7,Intel,SSD,512,Intel,0
643,Gaming,15.6,8.0,No OS,2.5,62284.32,1080,1920,2.8,Intel,HDD,1024,Intel,1
644,Notebook,15.6,4.0,Windows 10,2.4,23976.0,768,1366,2.0,Intel,HDD,500,Intel,0
645,Notebook,14.0,4.0,Windows 10,1.43,14598.72,768,1366,1.6,Intel,Flash Storage,32,Intel,0
646,Ultrabook,14.0,8.0,Windows 10,1.8,48964.32,1080,1920,2.5,Intel,SSD,256,Intel,0
647,Gaming,14.0,16.0,Windows 10,1.95,138474.72,1080,1920,2.8,Intel,SSD,256,Intel,1
648,Notebook,13.3,8.0,Windows 10,1.2,64628.64,1080,1920,2.3,Intel,SSD,256,Intel,0
649,Ultrabook,12.5,8.0,Windows 10,1.36,84395.52,1080,1920,2.7,Intel,SSD,256,Intel,0
650,Gaming,17.3,32.0,Windows 10,3.8,149130.72,1080,1920,2.7,Intel,SSD,512,Intel,1
651,Gaming,15.6,8.0,Linux,2.4,37775.52,1080,1920,2.5,Intel,HDD,1024,Intel,1
652,Ultrabook,13.3,8.0,Windows 10,1.2,77250.672,1080,1920,1.6,Intel,SSD,256,Intel,0
653,Gaming,15.6,8.0,Windows 10,2.2,63499.10399999999,1080,1920,2.8,Intel,Both,1152,Intel,1
654,Notebook,15.6,4.0,No OS,1.86,19441.872,768,1366,2.0,Intel,HDD,500,Intel,0
655,Notebook,15.6,8.0,Windows 10,2.0,56689.92,1080,1920,2.5,Intel,HDD,500,Intel,0
656,Notebook,15.6,8.0,Windows 10,2.2,48964.32,1080,1920,1.8,Intel,SSD,256,Intel,1
657,Notebook,15.6,16.0,Windows 10,2.2,60472.8,1080,1920,1.8,Intel,Both,2304,Intel,1
658,Gaming,15.6,8.0,Windows 10,3.31,63722.88,1080,1920,2.6,Intel,Both,1152,Intel,1
659,Gaming,17.3,32.0,Windows 10,4.42,167691.8736,2160,3840,2.8,Intel,Both,1536,Intel,1
660,Notebook,14.0,8.0,Windows 10,1.56,65481.12,1080,1920,2.4,Intel,SSD,256,Intel,0
661,Notebook,15.6,4.0,Windows 10,2.2,22324.32,768,1366,1.1,Intel,HDD,500,Intel,0
662,Notebook,15.6,4.0,Windows 10,2.2,28504.8,1080,1920,2.3,Intel,HDD,500,Intel,0
663,Notebook,15.6,6.0,Windows 10,2.04,28717.92,1080,1920,2.0,Intel,HDD,1024,Intel,1
664,Gaming,17.3,8.0,Windows 10,2.7,79215.1056,1080,1920,2.8,Intel,Both,1152,Intel,1
665,Notebook,15.6,4.0,Windows 10,2.1,26533.44,768,1366,2.1,Intel,SSD,128,Intel,0
666,Notebook,15.6,8.0,Windows 10,2.06,50882.4,1080,1920,2.5,Intel,HDD,1024,Intel,0
667,Notebook,15.6,8.0,Windows 10,2.1,39693.6,1080,1920,2.7,Intel,HDD,1024,Intel,1
668,Notebook,15.6,8.0,Windows 10,2.0,67026.23999999999,1080,1920,2.5,Intel,SSD,256,Intel,0
669,Notebook,15.6,4.0,Linux,2.1,21951.36,768,1366,2.0,Intel,SSD,128,Intel,0
670,Ultrabook,13.5,8.0,Windows 10 S,1.252,99519.048,1504,2256,2.8,Intel,SSD,256,Intel,0
671,Notebook,15.6,8.0,Windows 10,1.9,43580.376,1080,1920,2.5,Intel,Both,1152,Intel,1
672,2 in 1 Convertible,13.3,8.0,Windows 10,1.3,55091.52,1080,1920,2.5,Intel,SSD,256,Intel,0
673,Notebook,15.6,4.0,Windows 10,2.2,18594.72,768,1366,2.2,AMD,SSD,128,AMD,1
674,2 in 1 Convertible,14.0,4.0,Windows 10,1.63,37242.72,1080,1920,2.4,Intel,SSD,128,Intel,1
675,Gaming,15.6,16.0,Windows 10,2.4,68944.31999999999,1080,1920,2.8,Intel,Both,1280,Intel,1
676,Ultrabook,14.0,8.0,Windows 10,1.1,60472.8,1080,1920,2.5,Intel,SSD,256,Intel,0
677,2 in 1 Convertible,11.6,8.0,Chrome OS,1.4,26373.6,768,1366,1.1,Intel,Flash Storage,64,Intel,0
678,Ultrabook,15.6,8.0,Windows 10,1.09,122490.72,1080,1920,1.8,Intel,SSD,512,Intel,0
679,Gaming,15.6,16.0,Windows 10,2.5,69210.72,1080,1920,2.5,Intel,SSD,256,Intel,1
680,Gaming,15.6,8.0,Windows 10,2.2,53168.112,1080,1920,2.5,Intel,SSD,256,Intel,1
681,Notebook,15.6,4.0,Windows 10,1.86,22324.32,768,1366,1.1,Intel,SSD,128,Intel,0
682,Gaming,15.6,16.0,Windows 10,3.21,109277.28,1080,1920,2.5,Intel,Both,1152,Intel,1
683,Notebook,17.3,4.0,Windows 10,2.5,37242.72,1080,1920,2.0,Intel,SSD,256,Intel,1
684,2 in 1 Convertible,13.3,8.0,Windows 10,1.19,79866.72,1080,1920,1.8,Intel,SSD,512,Intel,0
685,Gaming,15.6,16.0,Windows 10,3.49,149916.6,1080,1920,2.9,Intel,Both,1280,Intel,1
686,Notebook,15.6,4.0,Windows 10,1.86,32639.8608,768,1366,2.5,Intel,HDD,500,Intel,1
687,Notebook,15.6,4.0,Windows 10,2.2,29073.297599999994,768,1366,2.0,Intel,HDD,1024,Intel,1
688,Notebook,17.3,6.0,Windows 10,2.65,30316.32,1080,1920,2.4,AMD,HDD,2048,AMD,1
689,Notebook,15.6,4.0,Windows 10,2.1,16943.04,768,1366,1.6,Intel,HDD,500,Intel,0
690,Notebook,14.0,4.0,Chrome OS,1.45,19980.0,768,1366,1.6,Intel,Flash Storage,32,Intel,0
691,Notebook,14.0,4.0,Windows 10,1.7,37242.72,1080,1920,2.5,Intel,SSD,256,Intel,0
692,Workstation,17.3,8.0,Windows 10,3.14,101657.7072,1080,1920,2.8,Intel,HDD,500,Intel,1
693,2 in 1 Convertible,14.0,8.0,Windows 10,1.42,137995.19999999998,1440,2560,2.7,Intel,SSD,256,Intel,0
694,Notebook,13.3,8.0,Windows 10,1.5,51841.44,1080,1920,2.5,Intel,SSD,256,Intel,0
695,Netbook,11.6,4.0,Windows 10,1.4,14332.32,768,1366,1.6,Intel,Flash Storage,32,Intel,0
696,2 in 1 Convertible,14.0,16.0,Windows 10,1.38,93186.72,1080,1920,2.7,Intel,SSD,512,Intel,0
697,2 in 1 Convertible,12.5,4.0,Chrome OS,1.2,35644.32,1080,1920,0.9,Intel,Flash Storage,64,Intel,0
698,Ultrabook,13.3,16.0,Windows 10,1.36,100006.56,1080,1920,2.5,Intel,SSD,512,Intel,0
699,Notebook,15.6,4.0,Windows 10,2.1,36709.92,1080,1920,2.7,Intel,HDD,500,Intel,1
700,Gaming,15.6,8.0,Windows 10,2.56,43636.32,1080,1920,2.5,Intel,HDD,1024,Intel,1
701,Notebook,15.6,4.0,Windows 10,2.2,21258.72,1080,1920,2.9,AMD,SSD,256,AMD,1
702,Notebook,15.6,8.0,Windows 10,2.2,22857.12,768,1366,3.6,AMD,HDD,1024,AMD,1
703,Notebook,15.6,4.0,Windows 10,2.1,33110.856,1080,1920,2.5,Intel,Both,2048,Intel,0
704,Notebook,15.6,4.0,No OS,1.9,23976.0,768,1366,2.0,Intel,HDD,500,Intel,0
705,Notebook,15.6,8.0,Windows 10,2.18,42357.6,1080,1920,2.5,Intel,SSD,256,Intel,0
706,2 in 1 Convertible,13.3,8.0,Windows 10,1.6,53226.72,1080,1920,1.6,Intel,SSD,256,Intel,0
707,Workstation,15.6,16.0,Windows 7,2.18,98834.4,1080,1920,2.5,Intel,SSD,512,Intel,1
708,Notebook,14.0,8.0,Windows 10,1.8,63456.48,1080,1920,2.3,Intel,SSD,256,Intel,0
709,Notebook,17.3,6.0,Windows 10,2.71,34898.932799999995,1080,1920,2.5,AMD,HDD,2048,AMD,1
710,Gaming,15.6,8.0,Windows 10,2.5,66546.72,1080,1920,2.8,Intel,Both,1152,Intel,1
711,Notebook,14.0,8.0,Linux,1.64,58021.92,1080,1920,2.8,Intel,SSD,256,Intel,1
712,Notebook,15.6,8.0,Linux,1.98,38681.28,1080,1920,2.5,Intel,HDD,1024,Intel,0
713,Notebook,14.0,4.0,Windows 10,1.5,15877.44,1080,1920,1.1,Intel,Flash Storage,32,Intel,0
714,Notebook,15.6,16.0,Windows 10,1.93,76012.44480000001,1080,1920,2.6,Intel,SSD,512,Intel,0
715,Notebook,14.0,8.0,Windows 10,1.87,45664.6896,1080,1920,2.5,Intel,SSD,256,Intel,1
716,Notebook,15.6,8.0,Windows 10,1.9,62817.12,1080,1920,2.6,Intel,SSD,256,Intel,0
717,Notebook,15.6,4.0,Windows 10,2.19,15877.44,768,1366,2.0,AMD,HDD,500,AMD,1
718,Notebook,14.0,4.0,Windows 10,1.4,14119.2,1200,1920,1.92,Intel,HDD,32,Intel,0
719,Notebook,17.3,8.0,Windows 10,2.63,63936.0,1080,1920,2.7,Intel,SSD,256,Intel,1
720,Ultrabook,14.0,8.0,Windows 10,1.17,89864.1792,1440,2560,2.5,Intel,SSD,512,Intel,0
721,2 in 1 Convertible,13.3,8.0,Windows 10,1.58,44574.048,768,1366,2.5,Intel,SSD,256,Intel,0
722,Ultrabook,14.0,8.0,Windows 10,1.32,79866.72,1080,1920,2.5,Intel,SSD,256,Intel,0
723,Gaming,17.3,32.0,Windows 10,4.36,194972.832,2160,3840,2.8,Intel,Both,2048,Intel,1
724,Gaming,17.3,8.0,Windows 10,2.7,71847.0144,1080,1920,2.8,Intel,Both,1152,Intel,1
725,Notebook,15.6,4.0,No OS,1.9,26101.872,768,1366,2.5,Intel,HDD,1024,Intel,0
726,Notebook,15.6,8.0,Windows 10,2.2,38308.32,1080,1920,1.6,Intel,Both,1152,Intel,1
727,2 in 1 Convertible,13.3,4.0,Windows 10,1.71,34578.72,1080,1920,2.4,Intel,HDD,1024,Intel,0
728,Notebook,15.6,8.0,Linux,2.32,31409.6256,768,1366,2.5,Intel,HDD,1024,Intel,1
729,Notebook,15.6,4.0,Windows 10,2.1,26053.92,1080,1920,3.0,AMD,HDD,1024,AMD,1
730,Gaming,17.3,16.0,Windows 10,4.2,103096.8,1080,1920,2.6,Intel,Both,1152,Intel,1
